ra,dec,ug,gi,iK,JK,logP,Ampl,skew,kurt,magMed,nObs,LCtype,LINEARobjectID
202.206909,36.132565,1165,341,1113,405,-0.2319631,545,-619,-865,14.59,237,1,9397110,
203.732605,35.604206,1217,-166,328,-48,-0.2776780,667,-885,-99,16.28,226,1,9399448,
203.466873,38.693466,1241,-199,624,314,-0.3267155,969,-468,-795,16.49,223,1,9402947,
203.850586,38.614418,1108,333,1192,126,-0.2993032,894,-843,-631,15.98,233,1,9405692,
202.659454,38.052013,1212,281,1136,514,-0.2694867,672,-905,663,16.66,248,1,9408031,
202.815964,40.949100,1197,74,870,297,-0.2888612,754,-438,-740,14.64,224,1,9410512,
203.418045,41.532814,1169,66,882,158,-0.5650752,562,460,-571,16.44,242,2,9422587,
202.617218,48.330242,1172,-376,458,325,-0.3106867,1029,-635,-838,15.90,241,1,9436763,
203.183136,49.612965,1220,-71,777,199,-0.4135128,404,315,-930,15.35,265,2,9446597,
202.427475,1144,252,1195,346,-0.3226449,917,-884,-364,15.96,257,1,9449335,
203.101669,1251,0,794,331,-0.2587712,643,-681,-598,16.08,165,1,9452752,
202.916626,-3.547359,1154,346,1284,526,-0.1768539,469,222,1016,16.73,433,1,9460236,
203.561172,53.570198,1213,-184,657,-16,-0.5598674,401,-44,-375,16.27,232,2,9471824,
202.516525,60.851292,1097,269,1353,408,-0.2006139,707,-259,-1398,15.23,213,1,9488722,
202.669189,1176,286,1094,388,-0.2138636,590,-120,-731,16.34,256,1,9507066,
203.262070,1167,132,972,156,-0.4223244,368,-38,-1122,14.45,244,2,9507504,
203.605698,1171,-545,2125,276,-0.2614731,693,-734,19,14.69,254,1,9515908,
202.828598,1216,291,1049,531,-0.2992859,882,-418,-990,15.68,271,1,9517563,
202.183411,10.523069,1084,315,1421,490,-0.1463322,642,90,1079,16.83,61,1,9520221,
202.427963,10.138062,1157,-6,1184,383,-0.3064964,891,-1094,502,16.59,220,1,9520295,
204.955750,1167,334,1393,578,-0.2284052,705,-707,412,16.45,282,1,9532981,
204.742416,1198,344,1157,363,-0.1780982,488,969,6443,15.58,308,1,9541058,
204.022095,1172,163,926,208,-0.2096381,600,-323,-1159,16.13,325,1,9543313,
204.513794,1246,43,999,201,-0.2849624,708,-790,-230,14.29,315,1,9552682,
204.687958,12.568725,1258,-212,636,137,-0.2825034,688,-391,-615,16.44,204,1,9556484,
204.919159,12.293674,1196,-45,915,320,-0.4818823,355,253,-905,16.12,164,2,9563770,
204.375092,14.269410,1193,-54,875,83,-0.5281819,352,324,-615,16.54,189,2,9569331,
205.819672,13.512082,1223,51,524,103,-0.1407194,525,20,-485,16.99,191,1,9570220,
205.157959,16.108473,1141,88,878,212,-0.5163186,413,165,-1376,14.36,186,2,9577320,
204.948898,15.592648,1206,-77,789,235,-0.2736813,811,-991,278,15.09,203,1,9577512,
204.134445,15.772736,1198,128,985,418,-0.2302838,676,-292,-1208,16.15,206,1,9582553,
204.834671,18.201410,1151,334,1249,216,-0.2073765,658,-962,-157,15.17,91,1,9587551,
204.294754,17.752041,1198,-105,694,-11,-0.4805474,431,-86,-1324,16.23,202,2,9588878,
204.625381,18.124561,1259,260,1239,345,-0.1933134,454,-163,-867,16.66,214,1,9592766,
205.839386,20.921944,1095,281,1171,71,-0.1878429,766,-266,-1068,16.95,254,1,9605143,
204.011993,21.492502,1171,166,970,221,-0.2762268,841,-591,-672,16.59,278,1,9614952,
205.869354,23.935699,1139,314,1223,454,-0.1709736,685,-436,-832,15.93,285,1,9616228,
204.315338,23.594963,1174,80,1022,350,-0.1361730,501,366,102,16.67,277,1,9617178,
205.399078,24.310886,1208,167,922,177,-0.1944543,415,3884,32539,16.35,362,1,9622119,
204.727020,23.763617,1199,-109,1039,313,-0.3331209,895,-1038,238,14.76,249,1,9622423,
204.525146,26.129866,1198,314,876,4,-0.1816579,455,-166,-151,16.53,256,1,9630269,
205.393936,28.315342,1174,283,936,2,-0.2809241,834,-846,-261,15.73,157,1,9634233,
205.198441,28.557283,1156,369,1058,431,-0.1959240,387,-291,-946,15.74,169,1,9634528,
205.467911,28.101202,1194,-218,717,399,-0.2632140,786,-1001,119,15.82,152,1,9634901,
205.482925,28.468248,1153,274,1246,410,-0.2758626,862,-589,-1212,15.98,47,1,9636272,
204.124573,27.565187,1144,247,1062,324,-0.2822156,549,-1096,253,15.52,208,1,9636803,
205.478195,28.464445,1171,-209,518,357,-0.2843225,1005,-403,-500,15.81,46,1,9637880,
205.391861,28.506920,1204,-194,602,312,-0.2883496,753,-1152,525,15.87,161,1,9638545,
205.687958,28.563227,1094,328,1298,307,-0.2895991,613,-999,857,15.94,135,1,9643348,
205.408325,28.409279,1077,414,1169,278,-0.2999292,850,-589,-527,15.84,164,1,9644871,
204.892365,30.806892,1152,302,1164,231,-0.2520323,735,-312,-840,15.61,208,1,9651045,
205.484192,1125,-58,819,314,-0.2785892,816,-971,-511,14.98,250,1,9664926,
205.274414,-2.378485,1178,320,786,182,-0.2677044,664,-334,-1264,15.50,449,1,9669369,
205.368591,-2.742674,1134,328,1061,324,-0.0690453,399,-432,-1098,15.09,459,1,9671771,
204.894211,-1.769429,1122,356,893,203,-0.1998330,368,-191,-498,16.51,443,1,9681652,
205.780731,32.706585,1119,231,1307,399,-0.2605202,819,-444,-653,16.88,276,1,9684652,
205.926788,35.433449,1137,336,901,35,-0.2141984,790,-352,-145,16.52,232,1,9705621,
205.088165,39.465546,1149,324,965,284,-0.2318935,723,-198,-888,16.63,198,1,9720957,
205.320831,41.732784,1215,209,1336,535,-0.3219772,938,-481,-363,16.94,237,1,9725407,
204.842194,48.227947,1141,275,1384,338,-0.2609461,698,-529,-1024,15.30,194,1,9747095,
204.985138,50.637424,1089,-330,209,134,-0.2895746,896,-713,13,15.69,213,1,9750968,
204.345001,1191,13,1139,299,-0.4829863,449,60,-1034,16.57,277,2,9756199,
204.067230,1142,67,862,117,-0.4965989,397,1917,9965,15.43,265,2,9760759,
205.590942,1210,202,1261,531,-0.2456325,804,-92,-435,16.95,250,1,9761394,
204.956375,1185,206,852,186,-0.2213547,493,-201,-1251,15.16,291,1,9763096,
205.489792,55.571968,1193,51,821,91,-0.4672711,378,-253,-1349,15.35,190,2,9785761,
204.989349,58.167816,1089,24,1037,295,-0.2428690,709,-575,-438,16.09,156,1,9788296,
205.073166,65.013329,1245,-69,552,310,-0.3340655,958,-859,-583,15.03,211,1,9805426,
204.991806,65.336960,1072,156,1011,370,-0.1976505,530,-752,-529,14.04,195,1,9805460,
205.152649,1129,288,1263,251,-0.2900969,760,-521,-101,15.63,188,1,9809715,
205.638306,1180,98,997,292,-0.1940556,405,1357,8087,15.10,280,1,9814275,
205.750748,1210,-6,916,157,-0.4969451,346,-21,-1456,14.15,249,2,9818002,
204.737671,1152,302,1146,19,-0.2033806,620,-93,672,16.61,267,1,9818617,
205.242569,1228,202,1042,334,-0.2561987,711,969,7469,16.07,174,1,9820050,
204.507248,1175,345,1295,326,-0.1341188,368,-246,-1151,16.01,259,1,9822987,
205.430603,10.683529,1163,33,1036,397,-0.2297166,862,-462,-1093,15.66,235,1,9824609,
204.916199,10.412297,1301,119,816,499,-0.2300182,580,26,-325,16.59,227,1,9827581,
205.341949,10.801033,1169,197,727,252,-0.2050646,917,-818,-373,16.46,228,1,9828200,
205.773926,10.241858,1163,335,1192,241,-0.1531423,464,4225,27887,15.73,218,1,9831726,
207.627029,1144,136,1058,181,-0.4346883,465,255,819,16.62,279,2,9838775,
207.137543,1127,105,1080,856,-0.1861509,654,-223,-484,17.00,281,1,9838906,
207.331726,1184,208,914,228,-0.2296201,593,-399,-507,16.17,273,1,9840932,
206.786270,1208,-210,558,233,-0.3496099,897,-801,-128,15.27,270,1,9843137,
206.059402,-0.668544,1206,-45,816,180,-0.5390090,311,-275,-1250,15.17,345,2,9848891,
206.556610,1195,332,971,99,-0.1861916,691,-249,-701,16.82,339,1,9852554,
206.338882,-0.029812,1167,295,1300,283,-0.2618674,484,-405,-395,14.36,175,1,9853018,
207.538071,-0.570630,1179,298,1329,484,-0.2811289,704,1899,6696,16.06,88,1,9854277,
207.529251,1118,354,1244,387,-0.1747453,594,79,-536,15.37,294,1,9854852,
206.130417,-0.617436,1108,301,1145,325,-0.2777660,1085,-847,-207,16.60,345,1,9855123,
206.120285,1099,218,1235,311,-0.2033369,813,-797,28,15.58,335,1,9856232,
206.599243,11.211540,1251,-28,1085,642,-0.2302720,755,-481,-743,16.74,127,1,9862801,
207.467514,12.374752,330,298,1390,220,-0.2081024,836,-595,-778,15.16,181,1,9869345,
206.616364,12.798397,1133,300,1156,256,-0.1996541,912,-310,498,16.18,212,1,9869879,
206.147949,13.877347,848,369,981,352,-0.2532724,559,-939,274,14.66,201,1,9880403,
207.457733,16.129707,1162,242,975,269,-0.1862569,630,-244,-384,15.34,209,1,9887899,
207.277084,16.372759,1129,259,981,284,-0.2880629,908,-1124,457,15.41,209,1,9890993,
207.240479,15.133014,1256,102,824,119,-0.2147584,487,-572,-360,16.30,150,1,9891325,
206.731400,17.504232,1144,167,1081,295,-0.2463534,603,-670,-389,15.69,193,1,9894898,
207.875320,18.004644,1219,348,708,-97,-0.1877640,626,-11,-934,16.50,198,1,9902993,
207.868637,20.248621,1209,187,962,179,-0.2781342,1045,-726,-934,16.15,232,1,9905603,
206.797256,19.733341,1163,316,1434,306,-0.2358717,647,-55,-835,16.90,148,1,9909145,
206.238434,19.684164,1163,299,1054,303,-0.2555028,655,-603,-401,16.46,248,1,9911195,
206.118942,22.289152,1168,144,830,185,-0.3192449,723,-585,-245,16.22,265,1,9918809,
206.095703,22.506187,1109,224,1128,242,-0.1998791,437,711,1441,16.24,263,1,9920704,
207.076279,24.784670,1193,159,998,260,-0.3076008,836,-1081,237,15.51,243,1,9923943,
207.006439,29.194952,1194,-31,795,244,-0.4470083,543,-862,-164,14.49,226,2,9951913,
207.286697,1172,322,985,365,-0.2284912,567,-372,-372,15.94,296,1,9961135,
206.550583,1178,-22,809,-21,-0.4971756,515,-49,-1067,15.96,260,2,9964640,
206.829575,1195,59,1053,314,-0.5196150,416,298,-799,16.24,273,2,9968431,
207.847351,1233,-15,719,26,-0.2012058,776,-750,-316,15.31,248,1,9971811,
206.884415,1180,340,1067,88,-0.2228822,465,-131,-180,16.08,268,1,9972307,
207.080795,-2.123719,1110,60,1028,95,-0.4701374,483,-124,-1382,14.96,457,2,9979905,
207.844147,-2.774065,1211,27,931,419,-0.5053724,448,51,-1475,15.77,505,2,9980782,
207.158707,-2.657108,1132,206,1031,200,-0.3526386,878,-1299,958,16.22,286,1,9983476,
207.418518,-2.931626,1183,3,833,269,-0.3486464,472,1,-838,15.37,466,2,9983939,
207.758911,-1.794518,1166,-98,848,164,-0.4574970,584,-272,448,16.89,478,2,9984569,
207.230789,-1.615576,1184,109,1262,519,-0.2560648,748,-716,-494,16.62,404,1,9987252,
206.229523,38.758453,996,47,1018,380,-0.2388837,742,-624,-566,14.99,214,1,10021274,
207.355225,39.589951,1315,354,1387,173,-0.2104461,740,-550,-498,14.29,246,1,10022663,
207.177231,41.918797,1194,-310,327,253,-0.2635461,782,-941,-66,15.33,255,1,10030349,
206.020233,41.646141,1170,33,934,345,-0.4456199,415,75,-1285,15.22,193,2,10032668,
206.387268,43.314617,1175,250,1126,340,-0.3039294,459,-530,721,15.50,227,1,10038903,
206.657028,43.543236,1161,334,1126,325,-0.2142816,485,-316,-770,16.02,257,1,10040133,
206.685242,45.757275,1168,98,941,60,-0.3248571,537,226,-43,15.75,99,1,10043488,
207.772202,45.916824,1209,129,736,413,-0.2444330,736,-26,-812,16.68,229,1,10045187,
206.594757,46.482040,1192,336,1087,171,-0.2033868,291,-265,108,15.30,136,1,10046720,
206.435547,45.881615,1175,336,954,31,-0.3097330,935,-852,-628,16.00,221,1,10047498,
207.060974,1156,338,877,31,-0.2018440,541,839,3820,16.38,291,1,10064356,
206.944962,1163,246,904,194,-0.1771849,472,3789,18714,15.91,274,1,10066464,
206.223587,1148,-40,886,176,-0.5319260,960,3365,13012,15.62,269,2,10071455,
206.211502,1192,125,785,351,-0.1754199,699,244,1100,14.76,259,1,10073927,
206.726654,-3.126388,1246,133,726,275,-0.2947900,884,-197,-811,14.52,489,1,10077105,
207.992432,-4.603579,1155,321,1476,561,-0.1896169,705,-694,-609,16.42,388,1,10084768,
207.220245,-3.214271,1124,144,968,141,-0.4717404,406,-157,-1444,14.97,444,2,10085065,
207.824600,-3.712567,1144,-82,1605,206,-0.1731170,618,-498,-831,14.70,433,1,10086396,
206.582916,51.406654,1239,72,849,52,-0.5237424,397,-88,-1421,14.78,219,2,10089441,
206.026001,56.421604,1213,323,1232,364,-0.2103234,497,-612,-408,15.44,168,1,10100966,
207.733643,62.320267,1161,149,930,264,-0.4057279,407,178,-1284,15.12,153,2,10113493,
207.188278,61.978554,1182,376,1261,332,-0.2590155,692,-232,-1246,15.76,165,1,10114059,
206.210190,62.778843,1190,242,962,252,-0.2903621,966,-804,-336,16.44,178,1,10116555,
207.042603,65.877083,1167,325,1129,313,-0.2026431,382,-245,-1107,15.71,208,1,10123919,
207.693237,-5.975360,1164,235,956,99,-0.1620462,752,-337,-1013,15.36,484,1,10141859,
207.328796,-5.475362,1166,360,1191,134,-0.2131393,498,293,-343,16.80,330,1,10142693,
209.175919,12.911646,1174,-65,702,186,-0.4531021,337,-208,-1048,14.62,194,2,10186978,
209.073120,13.401526,1173,356,1019,336,-0.2646174,746,-589,-765,16.03,180,1,10215128,
209.351425,13.537904,1145,325,1202,552,-0.2573417,633,-570,-724,16.50,147,1,10215434,
208.326218,15.475822,1241,-183,604,263,-0.3104647,998,-577,-1233,15.57,228,1,10223525,
209.674210,16.421736,1137,153,1063,367,-0.5548599,607,855,1230,16.76,202,2,10232710,
208.014435,18.561077,1174,335,1412,329,-0.2312591,709,-552,-903,15.47,225,1,10235783,
208.303650,17.212574,1248,-125,733,215,-0.2115962,734,-564,-778,14.54,195,1,10240846,
208.909760,17.881287,1245,-134,790,402,-0.5081497,498,263,-1399,15.20,204,2,10241512,
208.406662,21.846382,1237,-83,834,450,-0.3253657,936,-837,-547,15.87,291,1,10256108,
208.492981,22.591896,1236,192,1302,520,-0.2665981,829,-486,-933,16.98,304,1,10256156,
209.648148,22.561989,1178,-103,562,105,-0.4194639,407,1213,6293,15.89,280,2,10260828,
208.409698,26.350325,1197,390,1579,662,-0.2367877,693,-726,264,16.41,233,1,10275547,
209.188583,26.111385,1161,158,1012,142,-0.4011821,449,-79,-439,16.55,262,2,10278022,
208.821594,29.692333,1220,108,968,300,-0.2496320,603,-412,-898,15.60,218,1,10294556,
208.047531,30.799057,1220,143,1029,346,-0.3410628,980,-796,-703,15.83,231,1,10298947,
209.258850,1195,349,1158,239,-0.1934198,357,-299,-840,15.64,222,1,10307294,
208.799042,1165,252,1059,79,-0.2958238,376,-642,-571,14.61,123,1,10310788,
209.007553,1169,-529,1012,35,-0.2426905,509,-618,-163,14.62,238,1,10314024,
208.185486,-2.308062,1143,104,735,251,-0.2399668,698,-693,-485,14.22,487,1,10322436,
209.488937,-2.928472,1143,274,901,211,-0.2442295,744,-507,-725,16.66,457,1,10324405,
209.255295,-2.089725,1194,247,1033,300,-0.2115290,394,-439,-640,15.98,542,1,10325207,
209.709488,-2.406262,1185,291,885,283,-0.3559407,897,-715,-478,14.13,356,1,10327541,
209.717804,-2.437493,1220,332,1111,432,-0.2253247,575,472,1267,16.69,688,1,10330471,
208.905365,31.572962,1245,-142,622,196,-0.2145065,915,818,4750,16.71,163,1,10333591,
209.570526,31.039347,1240,-138,626,129,-0.5109702,458,229,-1340,15.56,172,2,10337889,
208.985733,32.276310,884,434,1099,278,-0.4250941,468,-340,-1141,14.12,275,2,10340420,
208.180191,33.574619,1271,121,778,-34,-0.2524165,670,-777,-246,16.11,255,1,10341978,
208.409683,34.776554,1124,312,1232,288,-0.2195926,645,-514,-829,14.12,213,1,10342292,
209.807205,35.285717,1198,329,1164,330,-0.2554379,661,-733,-614,15.58,213,1,10351118,
208.958618,36.484657,1166,306,1252,154,-0.2081340,699,-630,-660,15.96,407,1,10355826,
209.602371,40.245346,1173,350,1159,101,-0.2824868,859,-422,-1088,16.10,227,1,10368252,
208.239105,41.299026,1168,-41,813,308,-0.4659663,403,178,-1305,15.50,219,2,10375682,
209.018127,41.835575,1169,355,981,160,-0.1621490,653,-357,-1011,15.97,232,1,10375719,
209.812088,44.287876,1093,280,1220,275,-0.1167577,349,514,1302,16.10,192,1,10378538,
209.604721,45.746510,1175,320,1340,366,-0.1945488,360,-331,-1272,15.49,227,1,10384548,
208.547745,47.825001,1163,148,1028,266,-0.4385289,452,-192,-399,16.07,199,2,10392533,
208.703445,49.226929,1161,315,840,-39,-0.3032802,971,-492,-927,15.58,255,1,10397082,
209.116013,50.653641,1197,304,1407,442,-0.2430438,603,-519,-1065,15.70,205,1,10397805,
208.649506,50.454273,1179,351,1346,84,-0.2581860,680,-562,-768,14.96,233,1,10399422,
209.853088,1194,-21,614,31,-0.5297837,435,-352,-1141,15.55,251,2,10403458,
208.532242,1188,-55,654,-12,-0.5731685,294,2005,10351,15.65,235,2,10405664,
208.592422,1176,321,1176,323,-0.2182396,826,-712,400,16.44,192,1,10412814,
209.131027,1216,202,741,-23,-0.2929316,904,-641,-599,16.38,236,1,10414344,
208.115189,-4.847239,1129,265,1155,149,-0.3121198,932,-743,-441,14.67,488,1,10420063,
209.178848,52.903030,1150,297,814,228,-0.2317002,802,-229,-340,14.80,232,1,10429339,
209.117828,54.489483,1202,216,1166,300,-0.1970602,377,15,-299,16.13,231,1,10434735,
209.947983,53.270184,1080,332,934,90,-0.1387166,754,995,2225,16.92,239,1,10437513,
208.417831,54.266953,1182,312,1353,184,-0.1907164,556,-417,-462,16.19,233,1,10438847,
209.862518,56.455978,1146,247,1217,487,-0.2842899,928,-579,-548,16.24,209,1,10442149,
209.988663,56.828396,1131,133,1100,358,-0.0998252,426,214,-1008,15.00,186,1,10442257,
208.323578,58.245502,1159,249,883,264,-0.3195312,847,318,3398,15.49,177,1,10445917,
209.858856,60.601982,1262,-217,681,255,-0.5502533,520,2838,22068,16.13,191,2,10450530,
209.868408,59.542397,1257,-87,777,153,-0.2784450,803,-359,-195,16.66,182,1,10450639,
208.773392,59.968834,1200,18,853,188,-0.1939239,673,-723,-8,16.64,133,1,10451070,
208.732498,59.448402,1272,167,951,390,-0.2254801,507,-298,-678,15.12,188,1,10452608,
209.124405,61.076996,1151,238,1116,158,-0.3975124,391,39,-913,15.64,192,2,10455515,
208.440872,65.857277,1159,349,1306,386,-0.2771243,855,-452,-888,15.95,198,1,10463586,
209.797775,1250,-232,791,279,-0.3266279,760,-724,-175,15.45,134,1,10476202,
208.999542,-5.254070,1178,100,1075,334,-0.4839792,441,29,-1284,16.50,515,2,10480983,
209.055420,-5.483827,1147,188,1104,464,-0.3145090,773,-672,-352,15.65,510,1,10481905,
208.018539,-5.103138,1149,138,991,341,-0.2510170,605,-408,-816,15.08,495,1,10488093,
209.322052,1162,253,1110,274,-0.2395805,523,-226,-701,16.15,256,1,10494061,
209.576401,1218,-253,624,146,-0.2807980,1013,-282,-607,16.93,278,1,10495321,
208.741608,10.401569,1124,269,1255,411,-0.2414196,747,-360,-595,15.36,264,1,10503746,
208.714767,10.037456,1123,283,1115,296,-0.1954892,742,-963,192,16.48,282,1,10505581,
208.431000,-8.444516,1143,172,1425,782,-0.2773028,863,-550,633,16.90,411,1,10517655,
209.344131,-8.069341,1175,165,829,320,-0.1297144,325,-16,-1478,15.01,437,1,10521151,
209.038315,-8.431948,1163,317,1112,327,-0.1238723,669,78,75,16.87,464,1,10522254,
211.029022,1205,-1546,2302,280,-0.2485784,766,-353,-626,14.08,273,1,10528356,
210.289124,1169,316,1104,366,-0.2164030,467,-91,-876,15.48,246,1,10533068,
211.643005,1171,53,542,-145,-0.5090336,434,-131,-1544,15.43,294,2,10543030,
211.532410,12.004153,661,389,1412,292,-0.2255364,547,-366,-1154,14.34,152,1,10554431,
210.119247,11.388343,1131,310,1267,87,-0.3128734,905,-662,-324,16.44,241,1,10559406,
211.033554,-9.995906,1089,287,1093,342,-0.2119653,776,-409,-1272,15.37,335,1,10575954,
210.841248,-64,875,209,-0.4736297,391,349,-1256,14.85,428,2,10578950,
211.528473,14.325497,1130,183,1116,134,-0.3601113,335,568,-1168,15.38,208,2,10582011,
211.174301,-28,1091,492,-0.5605047,368,506,1235,16.45,316,2,10594697,
211.042603,452,966,171,-0.1992520,622,-403,-687,15.22,422,1,10598277,
211.111313,16.801779,1149,140,946,259,-0.4634251,425,70,-1197,15.38,221,2,10614690,
211.306213,16.728535,1155,121,1003,330,-0.4882382,398,-197,2718,16.14,218,2,10619285,
211.788834,131,919,167,-0.5747724,462,1,-1118,15.75,345,2,10628913,
211.290680,17.325130,1086,229,1321,444,-0.1645136,620,-328,-517,16.73,203,1,10634459,
211.962250,456,1196,311,-0.2513028,649,-489,-940,14.98,383,1,10647040,
211.739639,20.940186,1158,334,1092,241,-0.2893074,660,-796,-312,15.24,270,1,10655742,
210.427429,22.504341,1073,-151,1440,282,-0.3514614,351,30,-1212,14.51,301,2,10662468,
211.638016,28.507071,1173,149,1092,635,-0.2385059,836,-930,200,16.62,208,1,10689075,
210.307510,27.290075,1071,342,1284,529,-0.1394375,627,900,4039,16.56,202,1,10693572,
210.205124,28.330801,1165,330,1387,286,-0.1995606,636,-979,489,14.44,207,1,10694800,
211.167877,28.195042,1194,348,1277,379,-0.2394019,647,-751,-368,15.99,223,1,10695312,
211.320206,28.481995,1209,78,1120,403,-0.3748749,462,-32,90,16.41,216,2,10696063,
211.837753,29.047724,1219,266,1205,345,-0.2842782,844,-500,-796,16.33,216,1,10701503,
211.795807,29.911057,1149,287,1286,248,-0.2996468,692,-671,-754,15.25,233,1,10702354,
210.088394,29.418287,1227,100,1068,5,-0.2668429,769,-148,-509,15.83,188,1,10703872,
210.093979,1160,323,994,323,-0.2061957,474,-97,-1142,16.30,261,1,10714683,
211.645630,1245,-105,755,221,-0.4922709,475,159,-1080,15.29,215,2,10716485,
210.374252,-2.531624,1114,241,1199,315,-0.3073707,952,-715,-640,15.98,447,1,10723388,
211.658661,-1.842189,1155,271,1206,87,-0.3153997,953,-563,-1010,14.73,319,1,10725047,
210.305252,-2.449388,1170,315,1225,201,-0.2270823,474,-378,-351,14.23,434,1,10734524,
210.791763,-1.721507,667,526,1678,348,-0.1953386,317,415,762,14.16,315,1,10736002,
211.917114,32.672802,1181,319,1172,85,-0.2839365,902,-599,-506,16.80,240,1,10739694,
211.020233,38.860210,1230,152,1001,46,-0.3312005,1020,-713,-756,16.50,206,1,10761441,
210.758362,40.491787,1233,-129,1044,443,-0.5544768,567,270,85,16.54,190,2,10766837,
210.525970,42.154003,1156,343,1092,71,-0.2687361,853,-639,-728,15.72,212,1,10774194,
210.567856,45.059467,1205,286,944,93,-0.2110917,449,220,-139,15.95,191,1,10790955,
211.022629,47.480843,1257,-203,855,782,-0.3022669,943,1,-534,16.99,234,1,10799030,
211.623779,49.321941,1182,110,1125,268,-0.2761570,808,-788,-20,16.22,227,1,10805415,
211.076416,1331,284,1190,225,-0.0639187,836,-998,-233,15.72,257,1,10814742,
210.862732,-3.284906,1104,49,1121,473,-0.5970374,419,264,-919,15.88,368,2,10820520,
